trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
25118	5416	2	1	3	2	1	3	0.0	1	2013	2	7	4	17.0	12	0	0	1	2955	0.793055556	0.264722222	0.036388889	0.0	0.499444444	0.1025	1	0.380833333	0.0	1.03	0.0	0.506929
25172	5427	1	4	4	3	1	5	0.0	1	2013	2	8	5	16.41666667	41	1	1	1	3210	1.020277778	0.292222222	0.061944444	0.0	0.301388889	0.145555556	1	0.214166667	0.0	0.69	0.0	0.202335
25203	5432	0	1	4	3	2	5	0.0	1	2013	2	8	5	8.566666667	74	0	1	2	847	0.2019444439999999	0.065277778	0.116944444	0.0	0.052777778	0.0	0	0.055833333	0.0	0.12	0.0	0.0
25251	5445	0	1	1	3	1	1	1.0	1	2013	2	9	6	11.5	24	0	1	1	599	0.187222222	0.0511111109999999	0.091666667	0.0	0.029722222	0.0	0	0.053333333	1.5	0.14	0.0	0.078125
25323	5461	0	1	4	3	5	1	0.0	1	2013	2	10	7	14.0	62	0	1	2	3117	0.754166667	0.310555556	0.118333333	0.0	0.1	0.0	0	0.129444444	0.0	0.59	0.0	0.128755
25347	5469	0	4	1	3	1	1	1.0	1	2013	2	11	1	14.75	58	1	1	1	516	0.201666667	0.089444444	0.082777778	0.0	0.05	0.0	0	0.037222222	1.5	0.12	0.0	0.0149253999999999
25351	5470	0	0	1	2	6	1	1.0	1	2013	2	11	1	8.75	32	1	0	0	765	0.2144444439999999	0.083888889	0.17	0.0	0.029166667	0.0	0	0.111666667	1.5	0.25	0.0	0.395522
25367	5474	0	3	1	2	1	1	1.0	1	2013	2	11	1	15.26666667	42	1	1	2	691	0.181111111	0.083611111	0.0861111109999999	0.0	0.066666667	0.0	0	0.054166667	1.5	0.15	0.0	0.1794869999999999
25373	5475	0	1	3	4	6	1	1.0	1	2013	2	11	1	15.5	45	1	1	0	1988	0.55	0.261666667	0.268611111	0.05	0.0	0.0	0	0.195277778	2.4	0.44	10.5	0.684211
25379	5477	0	0	3	3	6	1	1.0	1	2013	2	11	1	10.0	54	0	1	0	4448	1.139166667	0.419166667	0.189722222	0.166666667	0.0	0.083333333	1	0.361111111	2.4	0.91	10.5	0.6507689999999999
25383	5478	1	1	4	1	1	1	1.0	1	2013	2	11	1	18.41666667	49	0	1	2	9715	2.262222222	0.8494444440000001	0.1838888889999999	0.283333333	0.0	0.1	1	0.638333333	2.4	1.76	0.0	0.6779810000000001
25394	5481	2	0	4	3	1	5	0.0	1	2013	2	11	1	8.0	5	0	0	2	642	0.2369444439999999	0.063611111	0.165277778	0.0	0.045833333	0.0	0	0.080555556	0.0	0.2	0.0	0.0724138
25397	5481	2	3	4	5	1	5	0.0	1	2013	2	11	1	17.83333333	5	0	0	2	1798	0.456111111	0.138888889	0.076944444	0.0	0.160555556	0.0	0	0.128888889	0.0	0.4	0.0	0.2629309999999999
25422	5487	0	1	4	3	2	1	1.0	1	2013	2	12	2	10.08333333	51	0	1	2	3095	0.727777778	0.231388889	0.0605555559999999	0.0	0.272222222	0.125277778	1	0.090277778	3.0	0.38	0.0	0.4923079999999999
25468	5499	0	1	4	5	2	1	1.0	1	2013	2	13	3	9.166666667	35	1	1	1	3364	0.7788888890000001	0.223611111	0.105555556	0.0	0.235277778	0.0	0	0.200555556	1.5	0.51	0.0	0.119114
25470	5499	0	3	4	3	2	1	1.0	1	2013	2	13	3	11.5	35	1	1	1	1251	0.301388889	0.095555556	0.0586111109999999	0.0	0.056944444	0.0	0	0.055833333	1.5	0.16	0.0	0.109453
25489	5503	1	5	1	3	6	1	1.0	1	2013	2	13	3	22.66666667	28	0	1	0	2361	0.5694444439999999	0.194722222	0.063055556	0.0	0.2	0.0	0	0.163611111	1.5	0.41	0.0	0.584041
25493	5505	0	1	3	1	1	1	1.0	1	2013	2	13	3	19.0	51	1	1	2	23365	5.2136111110000005	1.618333333	0.096111111	0.683333333	0.113888889	0.3	3	1.021111111	6.3	3.95	0.0	0.5647439999999999
25515	5512	3	2	4	3	2	5	0.0	1	2013	2	14	4	18.41666667	8	1	0	2	1824	0.589722222	0.173055556	0.290833333	0.0	0.111388889	0.0	0	0.123611111	0.0	0.32	0.0	0.0516854
25518	5513	2	0	1	2	1	2	0.0	1	2013	2	14	4	8.25	17	1	0	2	1111	0.318888889	0.086388889	0.108611111	0.0	0.077222222	0.0	0	0.066666667	0.0	0.22	0.0	0.0541666999999999
25521	5513	3	1	1	2	1	3	0.0	1	2013	2	14	4	15.5	11	0	0	2	1111	0.339722222	0.1255555559999999	0.110833333	0.0	0.066666667	0.0	0	0.087777778	0.0	0.24	0.0	0.142405
25532	5517	1	2	4	4	5	1	1.0	1	2013	2	14	4	11.25	34	0	1	2	2290	0.611388889	0.185277778	0.0991666669999999	0.0	0.1775	0.0	0	0.1291666669999999	1.5	0.53	0.0	0.298925
25550	5519	0	3	4	3	1	1	1.0	1	2013	2	14	4	22.5	50	1	1	2	17397	4.251944443999999	1.428055556	0.145277778	0.8	0.15	0.3	2	0.4744444439999999	4.6	2.89	0.0	0.275761
25573	5524	1	0	3	1	2	1	1.0	1	2013	2	15	5	8.0	50	0	1	1	8707	2.068055556	0.642222222	0.272777778	0.35	0.0	0.0	0	0.684722222	3.3	1.41	10.5	0.619067
25582	5525	0	3	1	5	6	1	1.0	1	2013	2	15	5	17.75	32	1	1	0	357	0.111111111	0.074166667	0.081944444	0.0	0.049722222	0.0	0	0.087777778	1.5	0.15	10.5	0.6550630000000001
25593	5526	2	0	3	1	6	1	1.0	1	2013	2	15	5	11.0	37	1	1	0	9044	2.131388889	0.6863888890000001	0.098611111	0.366666667	0.0	0.083333333	1	0.583055556	2.8	1.48	10.5	0.5759890000000001
25600	5527	1	2	3	3	2	5	0.0	1	2013	2	15	5	18.0	60	0	1	1	2085	0.549166667	0.165	0.0925	0.0	0.1591666669999999	0.123611111	1	0.1555555559999999	0.0	0.34	0.0	0.2196429999999999
25606	5530	0	0	3	2	6	4	1.0	1	2013	2	15	5	10.0	22	0	0	0	4531	1.216388889	0.368333333	0.2738888889999999	0.0	0.456944444	0.0	0	0.378055556	1.5	0.92	0.0	0.386481
25638	5537	2	0	3	1	1	1	1.0	1	2013	2	15	5	8.25	54	0	1	1	7853	1.871111111	0.7030555559999999	0.0725	0.2166666669999999	0.628888889	0.096111111	1	0.660277778	3.9	1.67	10.5	0.755995
25651	5540	0	1	1	3	6	1	1.0	1	2013	2	15	5	17.75	56	0	0	0	2309	0.571944444	0.2069444439999999	0.154722222	0.033333333	0.148888889	0.133333333	1	0.17	4.0	0.41	0.0	0.297386
25676	5545	1	0	3	5	2	1	1.0	1	2013	2	15	5	8.0	27	0	1	1	5965	1.3908333330000002	0.439444444	0.1291666669999999	0.0	0.6333333329999999	0.0	0	0.4819444439999999	1.5	0.99	10.5	0.591354
25688	5548	0	2	4	2	1	1	1.0	1	2013	2	15	5	14.25	42	0	1	2	2891	0.848888889	0.296666667	0.456944444	0.0	0.1	0.0	0	0.118888889	1.5	0.48	0.0	0.0864486
25692	5548	4	1	4	2	1	5	0.0	1	2013	2	15	5	14.5	5	1	0	2	2891	0.8141666670000001	0.2525	0.403888889	0.0	0.083333333	0.0	0	0.132777778	0.0	0.5	0.0	0.0983264
25697	5550	1	0	3	4	6	1	1.0	1	2013	2	15	5	7.0	32	0	1	0	1623	0.4375	0.1625	0.131388889	0.0	0.165833333	0.0	0	0.161111111	1.5	0.35	10.5	0.718966
25708	5554	0	1	4	3	1	1	1.0	1	2013	2	16	6	23.0	53	0	1	1	25795	6.1736111110000005	1.761388889	0.1025	0.933333333	0.334722222	0.3825	3	1.053333333	6.1	4.05	0.0	0.340981
25715	5555	1	1	4	3	2	1	1.0	1	2013	2	16	6	8.683333333	29	1	1	1	1682	0.353611111	0.106388889	0.131388889	0.0	0.098888889	0.0	0	0.1166666669999999	1.5	0.29	0.0	0.178571
25723	5555	2	2	4	3	2	5	0.0	1	2013	2	16	6	8.85	5	1	0	1	1682	0.3727777779999999	0.110277778	0.14	0.0	0.1166666669999999	0.0	0	0.078611111	0.0	0.22	0.0	0.289753
25731	5556	1	0	4	3	1	1	1.0	1	2013	2	16	6	9.0	56	1	0	1	2469	0.571111111	0.224166667	0.145833333	0.0	0.1722222219999999	0.0	0	0.2163888889999999	1.5	0.59	0.0	0.223363
25739	5557	0	2	3	3	1	5	0.0	1	2013	2	16	6	13.16666667	77	1	1	2	1328	0.328611111	0.086944444	0.088888889	0.0	0.089444444	0.0	0	0.076666667	0.0	0.23	0.0	0.253623
25743	5558	2	1	4	3	1	4	0.5	1	2013	2	16	6	16.0	21	0	1	1	2971	0.714722222	0.240833333	0.291666667	0.0	0.15	0.0	0	0.1963888889999999	0.75	0.54	0.0	0.278642
25744	5559	0	0	1	3	1	5	0.0	1	2013	2	16	6	15.5	48	1	0	1	1226	0.296388889	0.123333333	0.0352777779999999	0.0	0.065833333	0.0	0	0.0847222219999999	0.0	0.23	0.0	0.111475
25769	5563	0	0	1	3	1	1	1.0	1	2013	2	16	6	12.5	53	0	0	1	1037	0.276666667	0.074444444	0.1794444439999999	0.0	0.033333333	0.0	0	0.0825	1.5	0.25	0.0	0.329966
25792	5569	1	1	4	5	1	1	1.0	1	2013	2	17	7	16.91666667	32	1	1	1	1655	0.510555556	0.143055556	0.027777778	0.0	0.2613888889999999	0.1	1	0.163055556	3.0	0.4	0.0	0.335605
25793	5570	0	0	4	3	5	1	1.0	1	2013	2	17	7	12.0	32	1	1	2	4273	1.076944444	0.287777778	0.186111111	0.0	0.204166667	0.0	0	0.1747222219999999	1.5	0.83	0.0	0.386328
25794	5570	0	1	4	5	5	1	1.0	1	2013	2	17	7	13.25	32	1	1	2	2904	0.800277778	0.317777778	0.300555556	0.0	0.183333333	0.0	0	0.161388889	1.5	0.8	0.0	0.376936
25814	5573	1	2	4	5	2	1	1.0	1	2013	2	17	7	15.5	44	0	1	1	552	0.152222222	0.079722222	0.1036111109999999	0.0	0.052777778	0.0	0	0.1180555559999999	1.5	0.18	0.0	0.487059
25818	5573	2	1	3	5	2	3	0.0	1	2013	2	17	7	14.0	11	0	0	1	4290	1.004166667	0.384722222	0.211111111	0.2166666669999999	0.0	0.1	1	0.4	0.75	0.78	0.0	0.665972
25840	5577	0	0	4	3	2	1	1.0	1	2013	2	17	7	17.0	44	1	1	2	1632	0.3877777779999999	0.12	0.066388889	0.0	0.113333333	0.0	0	0.075	1.5	0.22	0.0	0.0333333
25874	5584	2	0	3	3	1	2	0.0	1	2013	2	18	1	13.0	17	1	0	1	2624	0.601388889	0.175	0.223333333	0.1	0.0	0.0	0	0.125	0.75	0.39	0.0	0.155556
25940	5598	0	1	1	5	6	1	1.0	1	2013	2	19	2	18.75	25	1	1	0	1540	0.360833333	0.161666667	0.132777778	0.0	0.175	0.0	0	0.1719444439999999	1.5	0.35	0.0	0.8336030000000001
25941	5598	1	0	2	1	6	1	1.0	1	2013	2	19	2	8.333333332999999	26	0	1	0	3867	0.914722222	0.325	0.173611111	0.0	0.514166667	0.0	0	0.4075	1.5	0.76	10.5	0.820041
25951	5600	1	0	4	3	6	1	1.0	1	2013	2	19	2	15.75	43	1	1	2	8428	2.024444444	0.7363888890000001	0.188333333	0.166666667	0.4	0.1	1	0.384722222	3.9	1.36	0.0	0.368953
25965	5603	0	1	4	4	1	1	1.0	1	2013	2	19	2	10.66666667	48	0	1	2	1852	0.403888889	0.117777778	0.195	0.0	0.185833333	0.0	0	0.109166667	1.5	0.3	0.0	0.0203562
25982	5606	0	0	4	3	2	1	1.0	1	2013	2	20	3	20.5	32	1	0	1	8010	1.872777778	0.5694444439999999	0.1016666669999999	0.0	0.3883333329999999	0.3988888889999999	1	0.301666667	3.0	0.98	0.0	0.1187849999999999
26001	5607	0	1	2	5	6	1	1.0	1	2013	2	20	3	17.25	22	0	0	0	1143	0.304444444	0.0872222219999999	0.093888889	0.0	0.1	0.0	0	0.0775	1.5	0.21	0.0	0.0967741999999999
26009	5609	1	0	2	1	1	1	1.0	1	2013	2	20	3	8.0	36	0	1	1	7321	1.7669444440000002	0.606666667	0.198055556	0.25	0.0	0.083333333	1	0.6411111110000001	2.9	1.57	10.5	0.69844
26033	5615	0	0	3	3	1	1	1.0	1	2013	2	20	3	11.0	31	1	1	2	13731	3.203333333	0.975	0.181111111	0.5	0.136111111	0.1005555559999999	1	0.768333333	4.3	2.34	10.5	0.531092
26047	5616	5	0	3	1	2	1	1.0	1	2013	2	20	3	11.75	25	0	1	1	14725	3.4536111110000003	1.091944444	0.155	0.45	0.1772222219999999	0.183333333	2	0.906944444	4.3	2.3	10.5	0.637366
26050	5617	0	1	1	5	6	5	0.0	1	2013	2	20	3	11.5	71	1	0	0	276	0.199444444	0.064166667	0.145555556	0.0	0.049722222	0.0	0	0.081944444	0.0	0.2	0.0	0.0677966
26067	5622	0	0	3	1	1	1	1.0	1	2013	2	21	4	7.25	35	1	1	1	13506	3.1977777780000003	0.883055556	0.335555556	0.5	0.0	0.0	0	0.6719444440000001	3.9	2.22	10.5	0.511368
26068	5622	0	1	3	1	1	1	1.0	1	2013	2	21	4	17.75	35	1	1	1	13506	3.149166667	0.914444444	0.21	0.25	0.151111111	0.1166666669999999	1	0.690277778	5.4	2.23	10.5	0.531187
26080	5625	1	0	3	1	2	1	1.0	1	2013	2	21	4	6.5	47	0	1	1	11174	2.679444444	0.7919444440000001	0.145277778	0.316666667	0.146388889	0.166666667	2	0.6411111110000001	4.4	1.63	10.5	0.5714899999999999
26086	5626	0	0	4	3	1	5	0.0	1	2013	2	21	4	14.0	63	0	1	2	1664	0.415277778	0.1072222219999999	0.349722222	0.0	0.095	0.0	0	0.1005555559999999	0.0	0.33	0.0	0.198895
26114	5634	0	0	4	3	6	5	0.0	1	2013	2	21	4	9.0	87	1	0	0	3570	0.891111111	0.293333333	0.156111111	0.0	0.315277778	0.0	0	0.273055556	0.0	0.66	0.0	0.475076
26132	5642	0	0	3	3	6	1	1.0	1	2013	2	21	4	19.16666667	38	0	1	0	1980	0.484166667	0.173888889	0.078333333	0.0	0.208888889	0.0	0	0.156111111	1.5	0.4	0.0	0.256228
26139	5644	2	1	4	4	1	2	0.0	1	2013	2	21	4	19.0	16	0	0	2	6364	1.480833333	0.4069444439999999	0.1422222219999999	0.0	0.446666667	0.1	1	0.336666667	0.0	1.02	0.0	0.382838
26144	5647	0	0	3	3	1	1	1.0	1	2013	2	21	4	12.25	45	1	1	1	4340	1.010833333	0.381944444	0.182777778	0.15	0.083333333	0.1	1	0.452222222	3.9	0.96	10.5	0.743858
26151	5648	0	1	3	4	6	1	1.0	1	2013	2	22	5	18.75	54	0	1	0	21862	5.447222222000001	1.699722222	0.251666667	0.55	0.05	0.3	2	0.867222222	7.8	3.42	0.0	0.400384
26162	5649	2	0	4	3	2	1	1.0	1	2013	2	22	5	18.5	24	1	0	1	3697	0.830833333	0.245	0.149166667	0.0	0.34	0.0	0	0.2225	1.5	0.58	0.0	0.357054
26215	5658	1	0	4	1	1	1	1.0	1	2013	2	22	5	9.0	50	1	1	2	6608	2.703333333	0.520833333	0.150833333	0.0	0.475277778	0.0	0	0.2763888889999999	1.5	1.12	0.0	0.4180899999999999
26225	5661	0	1	1	5	6	1	1.0	1	2013	2	22	5	13.33333333	38	0	0	0	1832	0.434166667	0.150277778	0.1575	0.033333333	0.0	0.0	0	0.18	2.4	0.33	10.5	0.33179
26227	5661	0	3	3	3	6	1	1.0	1	2013	2	22	5	18.0	38	0	0	0	10929	2.450555556	0.8794444440000001	0.276666667	0.533333333	0.0	0.0	0	0.7919444440000001	2.9	1.98	10.5	0.705016
26228	5661	1	0	1	3	6	1	1.0	1	2013	2	22	5	13.0	33	1	1	0	658	0.157222222	0.075555556	0.1172222219999999	0.0	0.024166667	0.0	0	0.074722222	1.5	0.16	0.0	0.118959
26235	5663	0	1	4	3	6	1	1.0	1	2013	2	22	5	23.0	46	0	0	0	11147	2.716388889	0.919722222	0.0502777779999999	0.416666667	0.066666667	0.088888889	1	0.666666667	4.3	1.8	0.0	0.502083
26253	5668	1	5	4	4	1	1	1.0	1	2013	2	23	6	13.58333333	52	1	1	1	5971	1.4852777780000002	0.3925	0.159444444	0.0	0.6575	0.149444444	1	0.347222222	3.0	1.04	0.0	0.3568
26265	5672	0	2	1	3	2	1	1.0	1	2013	2	23	6	14.5	39	0	1	2	917	0.2225	0.048888889	0.120555556	0.0	0.068055556	0.0	0	0.064444444	1.5	0.17	0.0	0.103448
26306	5678	0	1	3	4	6	1	1.0	1	2013	2	23	6	14.0	38	1	1	0	3609	0.886944444	0.273611111	0.323055556	0.083333333	0.0	0.0	0	0.270555556	1.5	0.62	0.0	0.402464
26331	5686	0	1	3	3	1	5	0.0	1	2013	2	24	7	12.0	70	0	0	1	4631	1.058055556	0.384444444	0.266944444	0.15	0.0	0.0	0	0.322222222	0.0	0.83	0.0	0.7206899999999999
26377	5698	0	3	1	5	6	1	1.0	1	2013	2	25	1	15.16666667	32	0	0	0	1062	0.236111111	0.083888889	0.037222222	0.0	0.1580555559999999	0.0	0	0.1225	1.5	0.3	0.0	0.138322
26385	5698	3	1	1	5	6	5	0.0	1	2013	2	25	1	15.16666667	9	0	0	0	1062	0.236111111	0.083888889	0.037222222	0.0	0.1580555559999999	0.0	0	0.1225	0.0	0.3	0.0	0.138322
26392	5700	0	1	4	4	1	1	1.0	1	2013	2	26	2	10.5	28	1	1	2	832	0.406666667	0.153055556	0.228333333	0.033333333	0.0	0.0	0	0.082777778	1.5	0.27	0.0	0.1073829999999999
26394	5701	0	0	3	3	6	5	0.0	1	2013	2	26	2	10.0	77	0	0	0	1854	0.467777778	0.151388889	0.153611111	0.0	0.088888889	0.0	0	0.139444444	0.0	0.34	0.0	0.181275
26405	5703	1	4	4	5	1	5	0.0	1	2013	2	26	2	11.75	70	1	1	1	1260	0.342222222	0.096944444	0.184722222	0.0	0.0866666669999999	0.0	0	0.0922222219999999	0.0	0.26	0.0	0.174699
26410	5703	2	1	4	2	1	1	1.0	1	2013	2	26	2	9.0	40	1	0	1	2015	0.627777778	0.221111111	0.205833333	0.0	0.121111111	0.0	0	0.150555556	1.5	0.43	0.0	0.153137
26412	5703	2	3	3	3	1	1	1.0	1	2013	2	26	2	14.5	40	1	0	1	11984	3.063611111	0.977777778	0.081388889	0.533333333	0.150277778	0.233333333	2	0.5427777779999999	4.5	1.87	0.0	0.478506
26434	5709	1	0	4	1	1	1	1.0	1	2013	2	26	2	7.5	40	1	1	2	7001	1.8275	0.566388889	0.148888889	0.0	0.7494444440000001	0.072777778	1	0.412777778	3.0	1.23	0.0	0.388964
26435	5709	1	1	4	5	1	1	1.0	1	2013	2	26	2	16.75	40	1	1	2	8990	2.245	0.7405555559999999	0.2075	0.0	0.7294444440000001	0.170555556	1	0.6022222220000001	3.0	1.77	0.0	0.3496309999999999
26448	5711	2	2	3	3	1	1	1.0	1	2013	2	26	2	15.5	27	0	0	1	2948	0.659444444	0.231388889	0.233333333	0.0	0.1447222219999999	0.0	0	0.182777778	1.5	0.55	0.0	0.668693
26449	5711	2	3	3	3	1	1	1.0	1	2013	2	26	2	19.0	27	0	0	1	5638	1.303611111	0.353055556	0.183611111	0.0	0.396666667	0.0	0	0.398611111	1.5	1.03	0.0	0.625784
26457	5712	3	1	4	5	2	1	1.0	1	2013	2	26	2	23.5	28	1	0	1	17834	4.263611111	1.4033333330000002	0.098888889	0.583333333	0.366111111	0.25	2	0.6727777779999999	4.3	2.77	0.0	0.2402969999999999
26460	5714	0	1	3	1	1	5	0.0	1	2013	2	26	2	13.0	56	1	0	1	6405	1.625555556	0.471388889	0.171388889	0.0	0.6958333329999999	0.0	0	0.397222222	0.0	1.3	0.0	0.261538
26465	5714	1	2	4	3	1	5	0.0	1	2013	2	26	2	16.25	63	0	1	1	2001	0.596944444	0.176388889	0.1913888889999999	0.0	0.216111111	0.0	0	0.203055556	0.0	0.55	0.0	0.0766073999999999
26476	5717	0	3	4	2	1	1	1.0	1	2013	2	27	3	15.75	43	1	1	2	1610	0.417222222	0.106388889	0.149722222	0.0	0.201666667	0.0	0	0.131666667	1.5	0.36	0.0	0.240506
26483	5717	4	0	4	2	1	5	0.0	1	2013	2	27	3	8.5	6	0	0	2	1610	0.4083333329999999	0.098611111	0.1866666669999999	0.0	0.096388889	0.0	0	0.132777778	0.0	0.37	0.0	0.179916
26484	5717	4	1	4	2	1	5	0.0	1	2013	2	27	3	15.75	6	0	0	2	1610	0.417222222	0.106388889	0.149722222	0.0	0.201666667	0.0	0	0.131666667	0.0	0.36	0.0	0.240506
26496	5721	2	2	1	2	1	3	0.0	1	2013	2	27	3	12.75	14	1	0	1	1267	0.323333333	0.108333333	0.161388889	0.0	0.0608333329999999	0.0	0	0.091111111	0.0	0.25	0.0	0.3140239999999999
26502	5721	5	0	1	2	1	3	0.0	1	2013	2	27	3	7.75	11	0	0	1	1609	0.3958333329999999	0.128055556	0.241666667	0.0	0.125277778	0.0	0	0.130555556	0.0	0.35	0.0	0.1489359999999999
26520	5725	3	3	3	3	2	5	0.0	1	2013	2	27	3	19.25	9	0	0	1	2771	0.718333333	0.209166667	0.325833333	0.0	0.1030555559999999	0.0	0	0.165833333	0.0	0.42	0.0	0.256281
26565	5735	2	2	4	3	2	1	1.0	1	2013	2	27	3	17.0	22	0	1	1	3168	0.8425	0.2344444439999999	0.285833333	0.0	0.504444444	0.0	0	0.192777778	1.5	0.48	0.0	0.2752159999999999
26585	5740	1	0	3	4	1	1	1.0	1	2013	2	28	4	7.75	41	0	1	1	20588	4.646111111000001	1.549166667	0.259722222	0.683333333	0.083333333	0.15	1	1.354166667	6.59	4.07	10.5	0.700513
26586	5740	1	2	3	4	1	1	1.0	1	2013	2	28	4	17.0	41	0	1	1	20755	4.703611111	1.536388889	0.205277778	0.65	0.083333333	0.1166666669999999	1	1.282777778	6.59	3.9	10.5	0.598527
26592	5741	1	0	3	1	6	1	1.0	1	2013	2	28	4	8.0	34	1	1	0	5054	1.186666667	0.388055556	0.101388889	0.0	0.567777778	0.095	1	0.404166667	3.0	0.94	0.0	0.531959
26605	5745	0	1	3	4	6	1	1.0	1	2013	2	28	4	16.5	35	0	0	0	2882	0.726666667	0.235555556	0.050833333	0.0	0.308333333	0.0	0	0.2975	1.5	0.61	10.5	0.647993
26614	5747	1	3	4	2	2	1	1.0	1	2013	2	28	4	15.58333333	43	1	1	1	904	0.2475	0.090277778	0.037777778	0.0	0.069444444	0.0	0	0.120555556	1.5	0.31	0.0	0.232719
26649	5755	0	1	3	3	6	1	1.0	1	2013	3	1	5	16.0	56	0	0	0	2651	0.629166667	0.178333333	0.083055556	0.0	0.2469444439999999	0.0	0	0.235833333	1.5	0.55	0.0	0.5194350000000001
26652	5756	2	0	3	3	6	5	0.0	1	2013	3	1	5	14.0	72	0	0	0	8251	1.911388889	0.5227777779999999	0.307222222	0.233333333	0.0	0.0	0	0.558611111	0.0	1.32	0.0	0.4639479999999999
26659	5757	1	1	1	5	2	5	0.0	1	2013	3	1	5	7.166666667	34	1	0	2	984	0.273055556	0.101388889	0.182222222	0.0	0.058888889	0.0	0	0.130555556	0.0	0.37	0.0	0.353191
26667	5758	0	2	4	3	1	1	1.0	1	2013	3	1	5	14.0	58	0	1	1	14194	3.618888889	1.148055556	0.133055556	0.566666667	0.163611111	0.308333333	3	0.875833333	4.3	2.74	0.0	0.509356
26674	5760	0	1	3	3	6	1	1.0	1	2013	3	1	5	11.0	29	1	0	0	1503	0.398055556	0.129722222	0.18	0.0	0.083333333	0.0	0	0.1411111109999999	1.5	0.43	0.0	0.19685
26692	5765	2	1	1	3	1	2	0.0	1	2013	3	2	6	13.25	16	1	0	1	1442	0.396944444	0.123611111	0.0675	0.0	0.137222222	0.0	0	0.111388889	0.0	0.35	0.0	0.0872817999999999
26712	5769	0	0	3	3	6	1	0.5	1	2013	3	2	6	14.0	51	0	0	0	2067	0.575277778	0.1769444439999999	0.141944444	0.0	0.220833333	0.0	0	0.230833333	0.75	0.53	0.0	0.268351
26728	5772	1	2	4	3	2	1	1.0	1	2013	3	3	7	20.5	56	0	0	1	10407	2.546388889	0.795	0.275277778	0.0	0.7091666670000001	0.094444444	1	0.442222222	3.0	2.55	0.0	0.125628
26733	5773	0	1	4	3	2	1	1.0	1	2013	3	3	7	16.0	41	0	1	1	6173	1.573888889	0.600555556	0.1775	0.3833333329999999	0.0	0.083333333	1	0.495	2.4	1.14	0.0	0.434905
26735	5773	0	3	4	3	2	1	1.0	1	2013	3	3	7	22.75	41	0	1	1	2899	0.7588888890000001	0.265277778	0.122777778	0.0	0.240277778	0.0	0	0.1625	1.5	0.44	0.0	0.2290599999999999
26743	5774	0	2	4	5	1	5	0.0	1	2013	3	3	7	12.0	68	1	1	2	1625	0.4375	0.1166666669999999	0.276944444	0.0	0.0922222219999999	0.0	0	0.127222222	0.0	0.35	0.0	0.253275
26764	5779	0	2	3	3	6	1	1.0	1	2013	3	3	7	17.5	45	1	1	0	4397	1.048888889	0.39	0.139166667	0.0	0.523333333	0.0	0	0.318888889	1.5	1.07	0.0	0.5487810000000001
26779	5781	3	1	4	3	6	1	1.0	1	2013	3	3	7	12.66666667	32	0	0	1	6125	1.5272222219999998	0.453055556	0.212777778	0.0	0.600833333	0.0	0	0.401666667	1.5	1.04	0.0	0.401107
26813	5794	0	5	4	4	2	1	1.0	1	2013	3	4	1	18.0	50	0	1	2	2367	0.553055556	0.208888889	0.1225	0.183333333	0.0	0.0	0	0.178333333	2.9	0.35	0.0	0.439252
26863	5806	3	4	4	3	1	2	0.0	1	2013	3	5	2	20.36666667	16	1	0	2	229	0.120277778	0.035555556	0.0872222219999999	0.0	0.022222222	0.0	0	0.046388889	0.0	0.1	0.0	0.131737
26891	5809	3	1	4	5	1	1	1.0	1	2013	3	6	3	13.33333333	18	1	1	1	6828	1.6311111109999998	0.488333333	0.1005555559999999	0.2166666669999999	0.2775	0.162222222	1	0.513611111	3.9	1.39	0.0	0.339643
26904	5811	0	0	4	1	1	1	1.0	1	2013	3	6	3	7.5	41	1	1	2	955	0.278333333	0.0847222219999999	0.201666667	0.0	0.036388889	0.0	0	0.095555556	1.5	0.24	0.0	0.168605
26910	5812	2	4	4	5	1	1	1.0	1	2013	3	6	3	18.18333333	28	0	1	1	1110	0.298611111	0.086944444	0.035	0.0	0.133333333	0.0	0	0.1266666669999999	1.5	0.32	0.0	0.554825
26917	5812	3	0	4	1	1	1	1.0	1	2013	3	6	3	8.5	23	1	1	1	6929	1.750555556	0.61	0.443333333	0.15	0.241666667	0.133333333	1	0.463055556	3.2	1.31	0.0	0.427714
26966	5820	2	0	3	1	1	1	1.0	1	2013	3	6	3	6.5	27	1	0	1	11819	2.681388889	0.959722222	0.162777778	0.0	0.7738888890000001	0.086388889	1	0.764166667	3.0	2.07	10.5	0.675027
26973	5822	0	1	3	1	6	4	1.0	1	2013	3	7	4	19.0	50	1	1	0	10055	2.393888889	0.764166667	0.111666667	0.2666666669999999	0.301388889	0.2491666669999999	2	0.5708333329999999	4.55	1.57	0.0	0.758151
26998	5827	1	3	4	3	1	1	1.0	1	2013	3	8	5	21.0	44	1	1	1	4750	1.127222222	0.381388889	0.226944444	0.0	0.3	0.0	0	0.293888889	1.5	0.85	0.0	0.375236
27021	5832	1	3	1	5	1	1	1.0	1	2013	3	8	5	15.25	52	0	0	1	500	0.136666667	0.08	0.102777778	0.0	0.021666667	0.0	0	0.1222222219999999	1.5	0.28	0.0	0.402273
